         --- PACKET LOG ---
CHANNEL: DatagramSocket1
INTERLEAVER DEPTH: 1
TIMESTAMP: 10-03-2026_23-05-35
-----------------------------------------
SEQ NO RECEIVED  DELAY(ms)  STATUS      
229    1         0          OK          
230    1         0          OK          
231    1         0          OK          
232    1         0          OK          
233    1         0          OK          
234    1         0          OK          
235    1         0          OK          
236    1         0          OK          
237    1         0          OK          
238    1         0          OK          
239    1         0          OK          
240    1         0          OK          
241    1         0          OK          
242    1         0          OK          
243    1         0          OK          
244    1         0          OK          
245    1         0          OK          
246    1         0          OK          
247    1         0          OK          
248    1         0          OK          
249    1         0          OK          
250    1         0          OK          
251    1         0          OK          
252    1         0          OK          
253    1         0          OK          
254    1         0          OK          
255    1         0          OK          
256    1         0          OK          
257    1         0          OK          
258    1         0          OK          
259    1         0          OK          
260    1         0          OK          
261    1         0          OK          
262    1         1          OK          
263    1         0          OK          
264    1         0          OK          
265    1         0          OK          
266    1         0          OK          
267    1         0          OK          
268    1         0          OK          
269    1         0          OK          
270    1         1          OK          
271    1         0          OK          
272    1         0          OK          
273    1         0          OK          
274    1         1          OK          
275    1         1          OK          
276    1         1          OK          
277    1         0          OK          
278    1         0          OK          
